"Country or Area","Year","Area","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Åland Islands","2020","Total","Data tabulated by year of occurrence","Provisional figure","2021","58",""
"Åland Islands","2019","Total","Data tabulated by year of occurrence","Final figure, complete","2021","59",""
"Åland Islands","2019","Urban","Data tabulated by year of occurrence","Final figure, complete","2021","32",""
"Åland Islands","2019","Rural","Data tabulated by year of occurrence","Final figure, complete","2021","27",""
"Åland Islands","2018","Total","Data tabulated by year of occurrence","Final figure, complete","2020","54",""
"Åland Islands","2018","Urban","Data tabulated by year of occurrence","Final figure, complete","2020","31",""
"Åland Islands","2018","Rural","Data tabulated by year of occurrence","Final figure, complete","2020","23",""
"Åland Islands","2017","Total","Data tabulated by year of occurrence","Final figure, complete","2019","44",""
"Åland Islands","2017","Urban","Data tabulated by year of occurrence","Final figure, complete","2019","29",""
"Åland Islands","2017","Rural","Data tabulated by year of occurrence","Final figure, complete","2019","15",""
"Åland Islands","2016","Total","Data tabulated by year of occurrence","Final figure, complete","2018","62",""
"Åland Islands","2016","Urban","Data tabulated by year of occurrence","Final figure, complete","2018","35",""
"Åland Islands","2016","Rural","Data tabulated by year of occurrence","Final figure, complete","2018","27",""
"Åland Islands","2015","Total","Data tabulated by year of occurrence","Final figure, complete","2017","77",""
"Åland Islands","2015","Urban","Data tabulated by year of occurrence","Final figure, complete","2017","44",""
"Åland Islands","2015","Rural","Data tabulated by year of occurrence","Final figure, complete","2017","33",""
"Åland Islands","2014","Total","Data tabulated by year of occurrence","Final figure, complete","2016","50",""
"Åland Islands","2014","Urban","Data tabulated by year of occurrence","Final figure, complete","2016","20",""
"Åland Islands","2014","Rural","Data tabulated by year of occurrence","Final figure, complete","2016","30",""
"Åland Islands","2013","Total","Data tabulated by year of occurrence","Final figure, complete","2015","54",""
"Åland Islands","2013","Urban","Data tabulated by year of occurrence","Final figure, complete","2015","29",""
"Åland Islands","2013","Rural","Data tabulated by year of occurrence","Final figure, complete","2015","25",""
"Åland Islands","2012","Total","Data tabulated by year of occurrence","Final figure, complete","2014","63",""
"Åland Islands","2012","Urban","Data tabulated by year of occurrence","Final figure, complete","2014","34",""
"Åland Islands","2012","Rural","Data tabulated by year of occurrence","Final figure, complete","2014","29",""
"Åland Islands","2011","Total","Data tabulated by year of occurrence","Final figure, complete","2013","53",""
"Åland Islands","2011","Urban","Data tabulated by year of occurrence","Final figure, complete","2013","26",""
"Åland Islands","2011","Rural","Data tabulated by year of occurrence","Final figure, complete","2013","27",""
"Åland Islands","2010","Total","Data tabulated by year of occurrence","Final figure, complete","2011","52",""
"Åland Islands","2010","Urban","Data tabulated by year of occurrence","Final figure, complete","2011","25",""
"Åland Islands","2010","Rural","Data tabulated by year of occurrence","Final figure, complete","2011","27",""
"Åland Islands","2009","Total","Data tabulated by year of occurrence","Final figure, complete","2011","53",""
"Åland Islands","2009","Urban","Data tabulated by year of occurrence","Final figure, complete","2011","29",""
"Åland Islands","2009","Rural","Data tabulated by year of occurrence","Final figure, complete","2011","24",""
"Åland Islands","2008","Total","Data tabulated by year of occurrence","Final figure, complete","2009","44",""
"Åland Islands","2008","Urban","Data tabulated by year of occurrence","Final figure, complete","2009","24",""
"Åland Islands","2008","Rural","Data tabulated by year of occurrence","Final figure, complete","2009","20",""
"Åland Islands","2007","Total","Data tabulated by year of occurrence","Final figure, complete","2008","60",""
"Åland Islands","2007","Urban","Data tabulated by year of occurrence","Final figure, complete","2008","32",""
"Åland Islands","2007","Rural","Data tabulated by year of occurrence","Final figure, complete","2008","28",""
"Åland Islands","2006","Total","Data tabulated by year of occurrence","Final figure, complete","2008","63",""
"Åland Islands","2006","Urban","Data tabulated by year of occurrence","Final figure, complete","2008","32",""
"Åland Islands","2006","Rural","Data tabulated by year of occurrence","Final figure, complete","2008","31",""
"Åland Islands","2005","Total","Data tabulated by year of occurrence","Final figure, complete","2008","41",""
"Åland Islands","2005","Urban","Data tabulated by year of occurrence","Final figure, complete","2008","19",""
"Åland Islands","2005","Rural","Data tabulated by year of occurrence","Final figure, complete","2008","22",""
"Åland Islands","2004","Total","Data tabulated by year of occurrence","Final figure, complete","2008","53",""
"Åland Islands","2004","Urban","Data tabulated by year of occurrence","Final figure, complete","2008","25",""
"Åland Islands","2004","Rural","Data tabulated by year of occurrence","Final figure, complete","2008","28",""
"Åland Islands","2003","Total","Data tabulated by year of occurrence","Final figure, complete","2008","56",""
"Åland Islands","2003","Urban","Data tabulated by year of occurrence","Final figure, complete","2008","24",""
"Åland Islands","2003","Rural","Data tabulated by year of occurrence","Final figure, complete","2008","32",""
"Åland Islands","2002","Total","Data tabulated by year of occurrence","Final figure, complete","2008","65",""
"Åland Islands","2002","Urban","Data tabulated by year of occurrence","Final figure, complete","2008","35",""
"Åland Islands","2002","Rural","Data tabulated by year of occurrence","Final figure, complete","2008","30",""
"Åland Islands","2001","Total","Data tabulated by year of occurrence","Final figure, complete","2008","57",""
"Åland Islands","2001","Urban","Data tabulated by year of occurrence","Final figure, complete","2008","27",""
"Åland Islands","2001","Rural","Data tabulated by year of occurrence","Final figure, complete","2008","30",""
"Åland Islands","2000","Total","Data tabulated by year of occurrence","Final figure, complete","2008","50",""
"Åland Islands","2000","Urban","Data tabulated by year of occurrence","Final figure, complete","2008","21",""
"Åland Islands","2000","Rural","Data tabulated by year of occurrence","Final figure, complete","2008","29",""
"Åland Islands","1999","Total","Data tabulated by year of occurrence","Final figure, complete","2008","40",""
"Åland Islands","1999","Urban","Data tabulated by year of occurrence","Final figure, complete","2008","18",""
"Åland Islands","1999","Rural","Data tabulated by year of occurrence","Final figure, complete","2008","22",""
"Åland Islands","1998","Total","Data tabulated by year of occurrence","Final figure, complete","2008","58",""
"Åland Islands","1998","Urban","Data tabulated by year of occurrence","Final figure, complete","2008","32",""
"Åland Islands","1998","Rural","Data tabulated by year of occurrence","Final figure, complete","2008","26",""
"Åland Islands","1997","Total","Data tabulated by year of occurrence","Final figure, complete","2008","49",""
"Åland Islands","1997","Urban","Data tabulated by year of occurrence","Final figure, complete","2008","25",""
"Åland Islands","1997","Rural","Data tabulated by year of occurrence","Final figure, complete","2008","24",""
"Albania","2019","Total","Data tabulated by year of occurrence","Final figure, complete","2020","5860",""
"Albania","2018","Total","Data tabulated by year of occurrence","Final figure, complete","2019","4846",""
"Albania","2017","Total","Data tabulated by year of occurrence","Final figure, complete","2018","4508",""
"Albania","2016","Total","Data tabulated by year of occurrence","Final figure, complete","2018","4345",""
"Albania","2015","Total","Data tabulated by year of occurrence","Final figure, complete","2018","3761",""
"Albania","2014","Total","Data tabulated by year of occurrence","Final figure, complete","2018","4240",""
"Albania","2013","Total","Data tabulated by year of occurrence","Final figure, complete","2014","3747",""
"Albania","2012","Total","Data tabulated by year of occurrence","Final figure, complete","2014","3561",""
"Albania","2011","Total","Data tabulated by year of occurrence","Final figure, complete","2014","3642",""
"Albania","2010","Total","Data tabulated by year of occurrence","Final figure, complete","2014","3478",""
"Albania","2009","Total","Data tabulated by year of occurrence","Final figure, complete","2014","3606",""
"Albania","2008","Total","Data tabulated by year of occurrence","Final figure, complete","2011","3610",""
"Albania","2007","Total","Data tabulated by year of occurrence","Final figure, complete","2008","3305",""
"Albania","2006","Total","Data tabulated by year of occurrence","Final figure, complete","2007","4075",""
"Albania","2005","Total","Data tabulated by year of occurrence","Final figure, complete","2007","3929",""
"Albania","2004","Total","Data tabulated by year of occurrence","Final figure, complete","2007","2968",""
"Albania","2003","Total","Data tabulated by year of occurrence","Final figure, complete","2007","3634",""
"Albania","2002","Total","Data tabulated by year of occurrence","Final figure, complete","2007","3494",""
"Albania","2001","Total","Data tabulated by year of occurrence","Final figure, complete","2007","2462",""
"Albania","2000","Total","Data tabulated by year of occurrence","Final figure, complete","2007","2168",""
"Albania","1999","Total","Data tabulated by year of occurrence","Final figure, complete","2007","2114",""
"Albania","1998","Total","Data tabulated by year of occurrence","Final figure, complete","2007","2005",""
"Albania","1997","Total","Data tabulated by year of occurrence","Final figure, complete","2007","1430",""
"Albania","1996","Total","Data tabulated by year of occurrence","Final figure, complete","2007","1901",""
"Albania","1995","Total","Data tabulated by year of occurrence","Final figure, complete","2005","2331",""
"Albania","1994","Total","Data tabulated by year of occurrence","Final figure, complete","2005","2108",""
"Albania","1993","Total","Data tabulated by year of occurrence","Final figure, complete","2005","2251",""
"Albania","1992","Total","Data tabulated by year of occurrence","Final figure, complete","2005","2480",""
"Albania","1991","Total","Data tabulated by year of occurrence","Final figure, complete","1992","2236",""
"Albania","1991","Urban","Data tabulated by year of occurrence","Final figure, complete","1992","1610",""
"Albania","1991","Rural","Data tabulated by year of occurrence","Final figure, complete","1992","626",""
"Albania","1990","Total","Data tabulated by year of occurrence","Final figure, complete","1991","2675",""
"Albania","1990","Urban","Data tabulated by year of occurrence","Final figure, complete","1991","1832",""
"Albania","1990","Rural","Data tabulated by year of occurrence","Final figure, complete","1991","843",""
"Albania","1989","Total","Data tabulated by year of occurrence","Final figure, complete","1989","2628",""
"Albania","1989","Urban","Data tabulated by year of occurrence","Final figure, complete","1989","1782",""
"Albania","1989","Rural","Data tabulated by year of occurrence","Final figure, complete","1989","846",""
"Albania","1988","Total","Data tabulated by year of occurrence","Final figure, complete","1989","2597",""
"Albania","1988","Urban","Data tabulated by year of occurrence","Final figure, complete","1989","1719",""
"Albania","1988","Rural","Data tabulated by year of occurrence","Final figure, complete","1989","878",""
"Albania","1987","Total","Data tabulated by year of occurrence","Final figure, complete","1989","2537",""
"Albania","1987","Urban","Data tabulated by year of occurrence","Final figure, complete","1989","1649",""
"Albania","1987","Rural","Data tabulated by year of occurrence","Final figure, complete","1989","888",""
"Albania","1986","Total","Data tabulated by year of occurrence","Final figure, complete","1989","2383",""
"Albania","1986","Urban","Data tabulated by year of occurrence","Final figure, complete","1989","1585",""
"Albania","1986","Rural","Data tabulated by year of occurrence","Final figure, complete","1989","798",""
"Albania","1985","Total","Data tabulated by year of occurrence","Final figure, complete","1989","2451",""
"Albania","1985","Urban","Data tabulated by year of occurrence","Final figure, complete","1989","1647",""
"Albania","1985","Rural","Data tabulated by year of occurrence","Final figure, complete","1989","804",""
"Albania","1984","Total","Data tabulated by year of occurrence","Final figure, complete","1989","2335",""
"Albania","1984","Urban","Data tabulated by year of occurrence","Final figure, complete","1989","1478",""
"Albania","1984","Rural","Data tabulated by year of occurrence","Final figure, complete","1989","857",""
"Albania","1983","Total","Data tabulated by year of occurrence","Final figure, complete","1985","2371",""
"Albania","1983","Urban","Data tabulated by year of occurrence","Final figure, complete","1985","1564",""
"Albania","1983","Rural","Data tabulated by year of occurrence","Final figure, complete","1985","807",""
"Albania","1982","Total","Data tabulated by year of occurrence","Final figure, complete","1985","2206",""
"Albania","1982","Urban","Data tabulated by year of occurrence","Final figure, complete","1985","1340",""
"Albania","1982","Rural","Data tabulated by year of occurrence","Final figure, complete","1985","866",""
"Albania","1981","Total","Data tabulated by year of occurrence","Final figure, complete","1985","2222",""
"Albania","1981","Urban","Data tabulated by year of occurrence","Final figure, complete","1985","1449",""
"Albania","1981","Rural","Data tabulated by year of occurrence","Final figure, complete","1985","773",""
"Albania","1980","Total","Data tabulated by year of occurrence","Final figure, complete","1985","2024",""
"Albania","1980","Urban","Data tabulated by year of occurrence","Final figure, complete","1985","1260",""
"Albania","1980","Rural","Data tabulated by year of occurrence","Final figure, complete","1985","764",""
"Albania","1979","Total","Data tabulated by year of occurrence","Final figure, complete","1984","1849",""
"Albania","1979","Urban","Data tabulated by year of occurrence","Final figure, complete","1984","1112",""
"Albania","1979","Rural","Data tabulated by year of occurrence","Final figure, complete","1984","737",""
"Albania","1978","Total","Data tabulated by year of occurrence","Final figure, complete","1983","1836",""
"Albania","1978","Urban","Data tabulated by year of occurrence","Final figure, complete","1983","1055",""
"Albania","1978","Rural","Data tabulated by year of occurrence","Final figure, complete","1983","781",""
"Albania","1971","Total","Data tabulated by year of occurrence","Final figure, complete","1976","1758",""
"Albania","1971","Urban","Data tabulated by year of occurrence","Final figure, complete","1976","1002",""
"Albania","1971","Rural","Data tabulated by year of occurrence","Final figure, complete","1976","756",""
"Albania","1970","Total","Data tabulated by year of occurrence","Final figure, complete","1976","1625",""
"Albania","1970","Urban","Data tabulated by year of occurrence","Final figure, complete","1976","946",""
"Albania","1970","Rural","Data tabulated by year of occurrence","Final figure, complete","1976","679",""
"Albania","1969","Total","Data tabulated by year of occurrence","Final figure, complete","1976","1608",""
"Albania","1968","Total","Data tabulated by year of occurrence","Final figure, complete","1976","1773",""
"Albania","1967","Total","Data tabulated by year of occurrence","Final figure, complete","1971","1415",""
"Albania","1966","Total","Data tabulated by year of occurrence","Final figure, complete","1976","1217",""
"Albania","1965","Total","Data tabulated by year of occurrence","Final figure, complete","1976","1041",""
"Albania","1964","Total","Data tabulated by year of occurrence","Final figure, complete","1966","1104",""
"Albania","1963","Total","Data tabulated by year of occurrence","Final figure, complete","1966","1046",""
"Albania","1962","Total","Data tabulated by year of occurrence","Final figure, complete","1966","1236",""
"Albania","1961","Total","Data tabulated by year of occurrence","Final figure, complete","1964","1314",""
"Albania","1960","Total","Data tabulated by year of occurrence","Final figure, complete","1964","850",""
"Albania","1959","Total","Data tabulated by year of occurrence","Final figure, complete","1963","932",""
"Albania","1958","Total","Data tabulated by year of occurrence","Final figure, complete","1963","849",""
"Albania","1957","Total","Data tabulated by year of occurrence","Final figure, complete","1963","908",""
"Albania","1956","Total","Data tabulated by year of occurrence","Final figure, complete","1963","956",""
"Albania","1955","Total","Data tabulated by year of occurrence","Final figure, complete","1963","1057",""
"Albania","1954","Total","Data tabulated by year of occurrence","Final figure, complete","1963","981",""
"Albania","1953","Total","Data tabulated by year of occurrence","Final figure, complete","1963","1447",""
"Albania","1952","Total","Data tabulated by year of occurrence","Final figure, complete","1963","1515",""
"Albania","1951","Total","Data tabulated by year of occurrence","Final figure, complete","1963","1114",""
"Albania","1950","Total","Data tabulated by year of occurrence","Final figure, complete","1963","976",""
"Albania","1949","Total","Data tabulated by year of occurrence","Final figure, complete","1963","1144",""
"Albania","1948","Total","Data tabulated by year of occurrence","Final figure, complete","1963","1139",""
"American Samoa","2019","Total","Data tabulated by year of occurrence","Final figure, complete","2021","65",""
"American Samoa","2018","Total","Data tabulated by year of occurrence","Final figure, complete","2021","59",""
"American Samoa","2017","Total","Data tabulated by year of occurrence","Final figure, complete","2018","89",""
"American Samoa","2016","Total","Data tabulated by year of occurrence","Final figure, complete","2018","80",""
"American Samoa","2015","Total","Data tabulated by year of occurrence","Final figure, complete","2018","43",""
"American Samoa","2014","Total","Data tabulated by year of occurrence","Final figure, complete","2015","63",""
"American Samoa","2013","Total","Data tabulated by year of occurrence","Final figure, complete","2015","61",""
"American Samoa","2012","Total","Data tabulated by year of occurrence","Final figure, complete","2015","52",""
"American Samoa","2011","Total","Data tabulated by year of occurrence","Final figure, complete","2015","70",""
"American Samoa","2010","Total","Data tabulated by year of occurrence","Final figure, complete","2015","60",""
"American Samoa","2009","Total","Data tabulated by year of occurrence","Final figure, complete","2015","59",""
"American Samoa","2008","Total","Data tabulated by year of occurrence","Final figure, complete","2015","63",""
"American Samoa","2007","Total","Data tabulated by year of occurrence","Final figure, complete","2015","63",""
"American Samoa","2006","Total","Data tabulated by year of occurrence","Final figure, complete","2015","88",""
"American Samoa","2005","Total","Data tabulated by year of occurrence","Final figure, complete","2015","83",""
"American Samoa","2004","Total","Data tabulated by year of occurrence","Final figure, complete","2015","109",""
"American Samoa","1993","Total","Data tabulated by year of occurrence","Final figure, complete","1994","27",""
"American Samoa","1992","Total","Data tabulated by year of occurrence","Final figure, complete","1993","75",""
"American Samoa","1991","Total","Data tabulated by year of occurrence","Final figure, complete","1993","54",""
"American Samoa","1990","Total","Data tabulated by year of occurrence","Final figure, complete","1993","52",""
"American Samoa","1989","Total","Data tabulated by year of occurrence","Final figure, complete","1993","53",""
"American Samoa","1988","Total","Data tabulated by year of occurrence","Final figure, complete","1993","50",""
"American Samoa","1987","Total","Data tabulated by year of occurrence","Final figure, complete","1993","45",""
"American Samoa","1980","Total","Data tabulated by year of occurrence","Final figure, complete","1981","72",""
"American Samoa","1976","Total","Data tabulated by year of occurrence","Final figure, complete","1978","69",""
"American Samoa","1975","Total","Data tabulated by year of occurrence","Final figure, complete","1976","65",""
"American Samoa","1973","Total","Data tabulated by year of occurrence","Final figure, complete","1976","52",""
"American Samoa","1970","Total","Data tabulated by year of occurrence","Final figure, complete","1971","24",""
"American Samoa","1969","Total","Data tabulated by year of occurrence","Final figure, complete","1976","49",""
"American Samoa","1968","Total","Data tabulated by year of occurrence","Final figure, complete","1976","37",""
"American Samoa","1967","Total","Data tabulated by year of occurrence","Final figure, complete","1976","18",""
"American Samoa","1966","Total","Data tabulated by year of occurrence","Final figure, complete","1976","27",""
"American Samoa","1965","Total","Data tabulated by year of occurrence","Final figure, complete","1976","36",""
"American Samoa","1963","Total","Data tabulated by year of occurrence","Final figure, complete","1966","49",""
"American Samoa","1962","Total","Data tabulated by year of occurrence","Final figure, complete","1966","49",""
"American Samoa","1961","Total","Data tabulated by year of occurrence","Final figure, complete","1964","25",""
"American Samoa","1960","Total","Data tabulated by year of occurrence","Final figure, complete","1964","39",""
"American Samoa","1959","Total","Data tabulated by year of occurrence","Final figure, complete","1963","45",""
"American Samoa","1958","Total","Data tabulated by year of occurrence","Final figure, complete","1963","33",""
"American Samoa","1957","Total","Data tabulated by year of occurrence","Final figure, complete","1963","35",""
"American Samoa","1956","Total","Data tabulated by year of occurrence","Final figure, complete","1963","37",""
"American Samoa","1955","Total","Data tabulated by year of occurrence","Final figure, complete","1963","37",""
"American Samoa","1954","Total","Data tabulated by year of occurrence","Final figure, complete","1963","38",""
"American Samoa","1953","Total","Data tabulated by year of occurrence","Final figure, complete","1960","34",""
"American Samoa","1952","Total","Data tabulated by year of occurrence","Final figure, complete","1960","40",""
"American Samoa","1951","Total","Data tabulated by year of occurrence","Final figure, complete","1960","53",""
"American Samoa","1950","Total","Data tabulated by year of occurrence","Final figure, complete","1960","43",""
"American Samoa","1949","Total","Data tabulated by year of occurrence","Final figure, complete","1952","39",""
"American Samoa","1948","Total","Data tabulated by year of occurrence","Final figure, complete","1952","45",""
"Anguilla","2009","Total","Data tabulated by year of registration","Final figure, complete","2011","0",""
"Anguilla","2008","Total","Data tabulated by year of registration","Final figure, complete","2011","0",""
"Anguilla","2007","Total","Data tabulated by year of registration","Final figure, complete","2009","12",""
"Anguilla","2006","Total","Data tabulated by year of registration","Final figure, complete","2009","19",""
"Anguilla","2005","Total","Data tabulated by year of registration","Final figure, complete","2007","22",""
"Anguilla","2004","Total","Data tabulated by year of registration","Final figure, complete","2007","19",""
"Anguilla","2003","Total","Data tabulated by year of registration","Final figure, complete","2003","9",""
"Anguilla","2002","Total","Data tabulated by year of registration","Final figure, complete","2003","11",""
"Anguilla","2001","Total","Data tabulated by year of registration","Final figure, complete","2001","2",""
"Anguilla","2000","Total","Data tabulated by year of registration","Final figure, complete","2000","10",""
"Anguilla","1985","Total","Data tabulated by year of registration","Final figure, complete","1984","6",""
"Antigua and Barbuda","2009","Total","Data tabulated by year of registration","Final figure, complete","2016","108",""
"Antigua and Barbuda","2008","Total","Data tabulated by year of registration","Final figure, complete","2016","131",""
"Antigua and Barbuda","2007","Total","Data tabulated by year of registration","Final figure, complete","2016","110",""
"Antigua and Barbuda","2006","Total","Data tabulated by year of registration","Final figure, complete","2016","118",""
"Antigua and Barbuda","1995","Total","Data tabulated by year of registration","Final figure, complete","1998","30",""
"Antigua and Barbuda","1994","Total","Data tabulated by year of registration","Final figure, complete","1998","48",""
"Antigua and Barbuda","1993","Total","Data tabulated by year of registration","Final figure, complete","1998","42",""
"Antigua and Barbuda","1987","Total","Data tabulated by year of registration","Final figure, complete","1986","43",""
"Antigua and Barbuda","1986","Total","Data tabulated by year of registration","Final figure, complete","1986","22",""
"Antigua and Barbuda","1985","Total","Data tabulated by year of registration","Final figure, complete","1986","35",""
"Antigua and Barbuda","1984","Total","Data tabulated by year of registration","Final figure, complete","1986","39",""
"Antigua and Barbuda","1983","Total","Data tabulated by year of registration","Final figure, complete","1986","34",""
"Antigua and Barbuda","1982","Total","Data tabulated by year of registration","Final figure, complete","1986","45",""
"Antigua and Barbuda","1981","Total","Data tabulated by year of registration","Final figure, complete","1986","34",""
"Antigua and Barbuda","1980","Total","Data tabulated by year of registration","Final figure, complete","1984","35",""
"Antigua and Barbuda","1979","Total","Data tabulated by year of registration","Final figure, complete","1984","26",""
"Antigua and Barbuda","1975","Total","Data tabulated by year of registration","Final figure, complete","1976","60",""
"Antigua and Barbuda","1974","Total","Data tabulated by year of registration","Final figure, complete","1976","28",""
"Antigua and Barbuda","1973","Total","Data tabulated by year of registration","Final figure, complete","1976","48",""
"Antigua and Barbuda","1972","Total","Data tabulated by year of registration","Final figure, complete","1976","47",""
"Antigua and Barbuda","1971","Total","Data tabulated by year of registration","Final figure, complete","1976","48",""
"Antigua and Barbuda","1965","Total","Data tabulated by year of registration","Final figure, complete","1966","22",""
"Antigua and Barbuda","1964","Total","Data tabulated by year of registration","Final figure, complete","1966","5",""
"Antigua and Barbuda","1963","Total","Data tabulated by year of registration","Final figure, complete","1966","10",""
"Antigua and Barbuda","1962","Total","Data tabulated by year of registration","Final figure, complete","1966","4",""
"Antigua and Barbuda","1961","Total","Data tabulated by year of registration","Final figure, complete","1976","10",""
"Antigua and Barbuda","1960","Total","Data tabulated by year of registration","Final figure, complete","1976","15",""
"Antigua and Barbuda","1959","Total","Data tabulated by year of registration","Final figure, complete","1976","11",""
"Antigua and Barbuda","1958","Total","Data tabulated by year of registration","Final figure, complete","1963","17",""
"Antigua and Barbuda","1957","Total","Data tabulated by year of registration","Final figure, complete","1963","8",""
"Antigua and Barbuda","1956","Total","Data tabulated by year of registration","Final figure, complete","1963","20",""
"Antigua and Barbuda","1955","Total","Data tabulated by year of registration","Final figure, complete","1963","5",""
"Antigua and Barbuda","1954","Total","Data tabulated by year of registration","Final figure, complete","1963","36",""
"Antigua and Barbuda","1953","Total","Data tabulated by year of registration","Final figure, complete","1960","9",""
"Antigua and Barbuda","1952","Total","Data tabulated by year of registration","Final figure, complete","1960","6",""
"Antigua and Barbuda","1951","Total","Data tabulated by year of registration","Final figure, complete","1960","1",""
"Antigua and Barbuda","1950","Total","Data tabulated by year of registration","Final figure, complete","1960","1",""
"Antigua and Barbuda","1949","Total","Data tabulated by year of registration","Final figure, complete","1960","4",""
"Antigua and Barbuda","1948","Total","Data tabulated by year of registration","Final figure, complete","1960","2",""
"Armenia","2020","Total","Data tabulated by year of registration","Final figure, complete","2021","3155",""
"Armenia","2019","Total","Data tabulated by year of registration","Final figure, complete","2020","3880",""
"Armenia","2019","Urban","Data tabulated by year of registration","Final figure, complete","2020","3249",""
"Armenia","2019","Rural","Data tabulated by year of registration","Final figure, complete","2020","631",""
"Armenia","2018","Total","Data tabulated by year of registration","Final figure, complete","2019","3820",""
"Armenia","2018","Urban","Data tabulated by year of registration","Final figure, complete","2019","3130",""
"Armenia","2018","Rural","Data tabulated by year of registration","Final figure, complete","2019","690",""
"Armenia","2017","Total","Data tabulated by year of registration","Final figure, complete","2018","3940",""
"Armenia","2017","Urban","Data tabulated by year of registration","Final figure, complete","2018","3130",""
"Armenia","2017","Rural","Data tabulated by year of registration","Final figure, complete","2018","810",""
"Armenia","2016","Total","Data tabulated by year of registration","Final figure, complete","2017","3648",""
"Armenia","2016","Urban","Data tabulated by year of registration","Final figure, complete","2017","2923",""
"Armenia","2016","Rural","Data tabulated by year of registration","Final figure, complete","2017","725",""
"Armenia","2015","Total","Data tabulated by year of registration","Final figure, complete","2016","3670",""
"Armenia","2015","Urban","Data tabulated by year of registration","Final figure, complete","2016","2801",""
"Armenia","2015","Rural","Data tabulated by year of registration","Final figure, complete","2016","869",""
"Armenia","2014","Total","Data tabulated by year of registration","Final figure, complete","2016","4496",""
"Armenia","2011","Total","Data tabulated by year of registration","Final figure, complete","2012","3188",""
"Armenia","2010","Total","Data tabulated by year of registration","Final figure, complete","2020","2997",""
"Armenia","2009","Total","Data tabulated by year of registration","Final figure, complete","2010","2829",""
"Armenia","2009","Urban","Data tabulated by year of registration","Final figure, complete","2010","2237",""
"Armenia","2009","Rural","Data tabulated by year of registration","Final figure, complete","2010","592",""
"Armenia","2008","Total","Data tabulated by year of registration","Final figure, complete","2010","3031",""
"Armenia","2008","Urban","Data tabulated by year of registration","Final figure, complete","2010","2370",""
"Armenia","2008","Rural","Data tabulated by year of registration","Final figure, complete","2010","661",""
"Armenia","2007","Total","Data tabulated by year of registration","Final figure, complete","2008","2931",""
"Armenia","2007","Urban","Data tabulated by year of registration","Final figure, complete","2008","2316",""
"Armenia","2007","Rural","Data tabulated by year of registration","Final figure, complete","2008","615",""
"Armenia","2006","Total","Data tabulated by year of registration","Final figure, complete","2007","2797",""
"Armenia","2006","Urban","Data tabulated by year of registration","Final figure, complete","2007","2235",""
"Armenia","2006","Rural","Data tabulated by year of registration","Final figure, complete","2007","562",""
"Armenia","2005","Total","Data tabulated by year of registration","Final figure, complete","2007","2466",""
"Armenia","2005","Urban","Data tabulated by year of registration","Final figure, complete","2007","2019",""
"Armenia","2005","Rural","Data tabulated by year of registration","Final figure, complete","2007","447",""
"Armenia","2004","Total","Data tabulated by year of registration","Final figure, complete","2005","1968",""
"Armenia","2004","Urban","Data tabulated by year of registration","Final figure, complete","2005","1658",""
"Armenia","2004","Rural","Data tabulated by year of registration","Final figure, complete","2005","310",""
"Armenia","2003","Total","Data tabulated by year of registration","Final figure, complete","2005","1820",""
"Armenia","2003","Urban","Data tabulated by year of registration","Final figure, complete","2005","1536",""
"Armenia","2003","Rural","Data tabulated by year of registration","Final figure, complete","2005","284",""
"Armenia","2002","Total","Data tabulated by year of registration","Final figure, complete","2005","1684",""
"Armenia","2002","Urban","Data tabulated by year of registration","Final figure, complete","2005","1456",""
"Armenia","2002","Rural","Data tabulated by year of registration","Final figure, complete","2005","228",""
"Armenia","2001","Total","Data tabulated by year of registration","Final figure, complete","2007","1776",""
"Armenia","2001","Urban","Data tabulated by year of registration","Final figure, complete","2007","1525",""
"Armenia","2001","Rural","Data tabulated by year of registration","Final figure, complete","2007","251",""
"Armenia","2000","Total","Data tabulated by year of registration","Final figure, complete","2001","1343",""
"Armenia","2000","Urban","Data tabulated by year of registration","Final figure, complete","2001","1166",""
"Armenia","2000","Rural","Data tabulated by year of registration","Final figure, complete","2001","177",""
"Armenia","1999","Total","Data tabulated by year of registration","Final figure, complete","1999","1253",""
"Armenia","1999","Urban","Data tabulated by year of registration","Final figure, complete","1999","1091",""
"Armenia","1999","Rural","Data tabulated by year of registration","Final figure, complete","1999","162",""
"Armenia","1998","Total","Data tabulated by year of registration","Final figure, complete","1999","1612",""
"Armenia","1998","Urban","Data tabulated by year of registration","Final figure, complete","1999","1417",""
"Armenia","1998","Rural","Data tabulated by year of registration","Final figure, complete","1999","195",""
"Armenia","1997","Total","Data tabulated by year of registration","Final figure, complete","1998","2317",""
"Armenia","1997","Urban","Data tabulated by year of registration","Final figure, complete","1998","2046",""
"Armenia","1997","Rural","Data tabulated by year of registration","Final figure, complete","1998","271",""
"Armenia","1996","Total","Data tabulated by year of registration","Final figure, complete","1997","2604",""
"Armenia","1996","Urban","Data tabulated by year of registration","Final figure, complete","1997","2310",""
"Armenia","1996","Rural","Data tabulated by year of registration","Final figure, complete","1997","294",""
"Armenia","1995","Total","Data tabulated by year of registration","Final figure, complete","1997","2744",""
"Armenia","1995","Urban","Data tabulated by year of registration","Final figure, complete","1997","2451",""
"Armenia","1995","Rural","Data tabulated by year of registration","Final figure, complete","1997","293",""
"Armenia","1994","Total","Data tabulated by year of registration","Final figure, complete","1997","3406",""
